"Country or Area","Year(s)","Variant","Value"
"Cuba","2069","Lower 95 PI","7356.776"
"Cuba","2068","Medium","8619.641"
"Cuba","2068","High","10090.344"
"Cuba","2068","Low","7287.027"
"Cuba","2068","Constant fertility","8210.144"
"Cuba","2068","Instant replacement","10567.29"
"Cuba","2068","Zero migration","8986.57"
"Cuba","2068","Constant mortality","7847.111"
"Cuba","2068","No change","7441.042"
"Cuba","2068","Momentum","10176.501"
"Cuba","2068","Instant replacement zero migration","10976.71"
"Cuba","2068","Median PI","8619.642"
"Cuba","2068","Upper 80 PI","9359.868"
"Cuba","2068","Lower 80 PI","7834.413"
"Cuba","2068","Upper 95 PI","9694.1"
"Cuba","2068","Lower 95 PI","7465.531"
"Cuba","2067","Medium","8693.526"
"Cuba","2067","High","10117.943"
"Cuba","2067","Low","7396.236"
"Cuba","2067","Constant fertility","8297.885"
"Cuba","2067","Instant replacement","10587.348"
"Cuba","2067","Zero migration","9051.528"
"Cuba","2067","Constant mortality","7933.845"
"Cuba","2067","No change","7541.391"
"Cuba","2067","Momentum","10200.582"
"Cuba","2067","Instant replacement zero migration","10985.871"
"Cuba","2067","Median PI","8693.526"
"Cuba","2067","Upper 80 PI","9416.86"
"Cuba","2067","Lower 80 PI","7919.376"
"Cuba","2067","Upper 95 PI","9745.654"
"Cuba","2067","Lower 95 PI","7570.738"
"Cuba","2066","Medium","8768.801"
"Cuba","2066","High","10147.091"
"Cuba","2066","Low","7506.81"
"Cuba","2066","Constant fertility","8386.585"
"Cuba","2066","Instant replacement","10608.264"
"Cuba","2066","Zero migration","9117.889"
"Cuba","2066","Constant mortality","8022.088"
"Cuba","2066","No change","7642.842"
"Cuba","2066","Momentum","10225.596"
"Cuba","2066","Instant replacement zero migration","10995.956"
"Cuba","2066","Median PI","8768.802"
"Cuba","2066","Upper 80 PI","9479.033"
"Cuba","2066","Lower 80 PI","8009.067"
"Cuba","2066","Upper 95 PI","9805.534"
"Cuba","2066","Lower 95 PI","7668.528"
"Cuba","2065","Medium","8845.508"
"Cuba","2065","High","10177.832"
"Cuba","2065","Low","7618.74"
"Cuba","2065","Constant fertility","8476.333"
"Cuba","2065","Instant replacement","10630.116"
"Cuba","2065","Zero migration","9185.703"
"Cuba","2065","Constant mortality","8111.902"
"Cuba","2065","No change","7745.49"
"Cuba","2065","Momentum","10251.646"
"Cuba","2065","Instant replacement zero migration","11007.058"
"Cuba","2065","Median PI","8845.508"
"Cuba","2065","Upper 80 PI","9541.44"
"Cuba","2065","Lower 80 PI","8098.968"
"Cuba","2065","Upper 95 PI","9867.01"
"Cuba","2065","Lower 95 PI","7755.692"
"Cuba","2064","Medium","8923.573"
"Cuba","2064","High","10210.114"
"Cuba","2064","Low","7731.883"
"Cuba","2064","Constant fertility","8567.049"
"Cuba","2064","Instant replacement","10652.842"
"Cuba","2064","Zero migration","9254.9"
"Cuba","2064","Constant mortality","8203.362"
"Cuba","2064","No change","7849.41"
"Cuba","2064","Momentum","10278.837"
"Cuba","2064","Instant replacement zero migration","11019.128"
"Cuba","2064","Median PI","8923.573"
"Cuba","2064","Upper 80 PI","9603.159"
"Cuba","2064","Lower 80 PI","8191.866"
"Cuba","2064","Upper 95 PI","9920.512"
"Cuba","2064","Lower 95 PI","7847.249"
"Cuba","2063","Medium","9002.825"
"Cuba","2063","High","10243.802"
"Cuba","2063","Low","7846.02"
"Cuba","2063","Constant fertility","8658.662"
"Cuba","2063","Instant replacement","10676.427"
"Cuba","2063","Zero migration","9325.301"
"Cuba","2063","Constant mortality","8296.416"
"Cuba","2063","No change","7954.65"
"Cuba","2063","Momentum","10307.288"
"Cuba","2063","Instant replacement zero migration","11032.142"
"Cuba","2063","Median PI","9002.824"
"Cuba","2063","Upper 80 PI","9670.998"
"Cuba","2063","Lower 80 PI","8286.011"
"Cuba","2063","Upper 95 PI","9975.424"
"Cuba","2063","Lower 95 PI","7952.066"
"Cuba","2062","Medium","9083.047"
"Cuba","2062","High","10278.726"
"Cuba","2062","Low","7960.888"
"Cuba","2062","Constant fertility","8751.081"
"Cuba","2062","Instant replacement","10700.888"
"Cuba","2062","Zero migration","9396.701"
"Cuba","2062","Constant mortality","8390.947"
"Cuba","2062","No change","8061.209"
"Cuba","2062","Momentum","10337.114"
"Cuba","2062","Instant replacement zero migration","11046.132"
"Cuba","2062","Median PI","9083.047"
"Cuba","2062","Upper 80 PI","9738.125"
"Cuba","2062","Lower 80 PI","8380.305"
"Cuba","2062","Upper 95 PI","10035.017"
"Cuba","2062","Lower 95 PI","8051.077"
"Cuba","2061","Medium","9164.137"
"Cuba","2061","High","10314.891"
"Cuba","2061","Low","8076.261"
"Cuba","2061","Constant fertility","8844.1"
"Cuba","2061","Instant replacement","10726.182"
"Cuba","2061","Zero migration","9469.007"
"Cuba","2061","Constant mortality","8486.993"
"Cuba","2061","No change","8169.032"
"Cuba","2061","Momentum","10368.431"
"Cuba","2061","Instant replacement zero migration","11061.06"
"Cuba","2061","Median PI","9164.136"
"Cuba","2061","Upper 80 PI","9800.078"
"Cuba","2061","Lower 80 PI","8473.183"
"Cuba","2061","Upper 95 PI","10087.908"
"Cuba","2061","Lower 95 PI","8142.313"
"Cuba","2060","Medium","9245.789"
"Cuba","2060","High","10352.083"
"Cuba","2060","Low","8191.77"
"Cuba","2060","Constant fertility","8937.512"
