"Country or Area","Year(s)","Variant","Value"
"Jamaica","2073","Constant mortality","1515.143"
"Jamaica","2073","No change","1438.063"
"Jamaica","2073","Momentum","3083.718"
"Jamaica","2073","Instant replacement zero migration","3424.461"
"Jamaica","2073","Median PI","1793.379"
"Jamaica","2073","Upper 80 PI","2099.725"
"Jamaica","2073","Lower 80 PI","1471.178"
"Jamaica","2073","Upper 95 PI","2244.144"
"Jamaica","2073","Lower 95 PI","1317.471"
"Jamaica","2072","Medium","1828.453"
"Jamaica","2072","High","2343.235"
"Jamaica","2072","Low","1402.233"
"Jamaica","2072","Constant fertility","1752.253"
"Jamaica","2072","Instant replacement","2642.106"
"Jamaica","2072","Zero migration","2505.729"
"Jamaica","2072","Constant mortality","1553.541"
"Jamaica","2072","No change","1478.781"
"Jamaica","2072","Momentum","3090.26"
"Jamaica","2072","Instant replacement zero migration","3423.767"
"Jamaica","2072","Median PI","1828.453"
"Jamaica","2072","Upper 80 PI","2130.442"
"Jamaica","2072","Lower 80 PI","1511.605"
"Jamaica","2072","Upper 95 PI","2270.99"
"Jamaica","2072","Lower 95 PI","1359.8"
"Jamaica","2071","Medium","1863.241"
"Jamaica","2071","High","2365.152"
"Jamaica","2071","Low","1445.122"
"Jamaica","2071","Constant fertility","1789.47"
"Jamaica","2071","Instant replacement","2659.264"
"Jamaica","2071","Zero migration","2526.556"
"Jamaica","2071","Constant mortality","1592.092"
"Jamaica","2071","No change","1519.668"
"Jamaica","2071","Momentum","3096.773"
"Jamaica","2071","Instant replacement zero migration","3422.778"
"Jamaica","2071","Median PI","1863.24"
"Jamaica","2071","Upper 80 PI","2160.361"
"Jamaica","2071","Lower 80 PI","1550.851"
"Jamaica","2071","Upper 95 PI","2293.69"
"Jamaica","2071","Lower 95 PI","1402.74"
"Jamaica","2070","Medium","1897.746"
"Jamaica","2070","High","2386.74"
"Jamaica","2070","Low","1487.859"
"Jamaica","2070","Constant fertility","1826.388"
"Jamaica","2070","Instant replacement","2676.055"
"Jamaica","2070","Zero migration","2547.059"
"Jamaica","2070","Constant mortality","1630.77"
"Jamaica","2070","No change","1560.667"
"Jamaica","2070","Momentum","3103.167"
"Jamaica","2070","Instant replacement zero migration","3421.443"
"Jamaica","2070","Median PI","1897.746"
"Jamaica","2070","Upper 80 PI","2191.811"
"Jamaica","2070","Lower 80 PI","1590.932"
"Jamaica","2070","Upper 95 PI","2317.226"
"Jamaica","2070","Lower 95 PI","1448.872"
"Jamaica","2069","Medium","1931.939"
"Jamaica","2069","High","2407.963"
"Jamaica","2069","Low","1530.407"
"Jamaica","2069","Constant fertility","1862.989"
"Jamaica","2069","Instant replacement","2692.416"
"Jamaica","2069","Zero migration","2567.198"
"Jamaica","2069","Constant mortality","1669.489"
"Jamaica","2069","No change","1601.703"
"Jamaica","2069","Momentum","3109.356"
"Jamaica","2069","Instant replacement zero migration","3419.701"
"Jamaica","2069","Median PI","1931.939"
"Jamaica","2069","Upper 80 PI","2221.877"
"Jamaica","2069","Lower 80 PI","1632.983"
"Jamaica","2069","Upper 95 PI","2344.022"
"Jamaica","2069","Lower 95 PI","1493.479"
"Jamaica","2068","Medium","1965.724"
"Jamaica","2068","High","2428.72"
"Jamaica","2068","Low","1572.677"
"Jamaica","2068","Constant fertility","1899.188"
"Jamaica","2068","Instant replacement","2708.231"
"Jamaica","2068","Zero migration","2586.872"
"Jamaica","2068","Constant mortality","1708.172"
"Jamaica","2068","No change","1642.714"
"Jamaica","2068","Momentum","3115.246"
"Jamaica","2068","Instant replacement zero migration","3417.447"
"Jamaica","2068","Median PI","1965.724"
"Jamaica","2068","Upper 80 PI","2247.948"
"Jamaica","2068","Lower 80 PI","1674.681"
"Jamaica","2068","Upper 95 PI","2369.877"
"Jamaica","2068","Lower 95 PI","1533.986"
"Jamaica","2067","Medium","1999.08"
"Jamaica","2067","High","2448.99"
"Jamaica","2067","Low","1614.632"
"Jamaica","2067","Constant fertility","1934.956"
"Jamaica","2067","Instant replacement","2723.428"
"Jamaica","2067","Zero migration","2606.075"
"Jamaica","2067","Constant mortality","1746.764"
"Jamaica","2067","No change","1683.637"
"Jamaica","2067","Momentum","3120.742"
"Jamaica","2067","Instant replacement zero migration","3414.627"
"Jamaica","2067","Median PI","1999.08"
"Jamaica","2067","Upper 80 PI","2273.953"
"Jamaica","2067","Lower 80 PI","1714.155"
"Jamaica","2067","Upper 95 PI","2394.487"
"Jamaica","2067","Lower 95 PI","1573.817"
"Jamaica","2066","Medium","2032.011"
"Jamaica","2066","High","2468.793"
